id,date,title,revenue,theaters,distributor,year,rated,released,runtime,genre,director,writer,actors,language,country,awards,poster,imdb_rating,imdb_votes,metascore,box_office,imdb_id
8b19ad43-3a7e-b14b-49e9-1f7a0eb1568e,2004-09-20,Sky Captain and the World of Tomorrow,925482,3170,Paramount Pictures,2004,PG,17 Sep 2004,106 min,"Action, Adventure, Mystery",Kerry Conran,Kerry Conran,"Gwyneth Paltrow, Jude Law, Angelina Jolie","English, Tibetan, German","United Kingdom, Italy, United States",8 wins & 19 nominations,https://m.media-amazon.com/images/M/MV5BMTM0NDQzMDA1NF5BMl5BanBnXkFtZTcwNTU3ODAzMw@@._V1_SX300.jpg,6.1,"87,842",64,"$37,762,677",tt0346156
